ID; Date; type; name; number; cost; totCost;;;;;;
583;20130531;Снаряжение;Крепление GOPRO на трипод;1.0;42.0;42.0;;;;;;
584;20130531;Снаряжение;Багажник велосипедный;1.0;365.0;365.0;;;;;;
585;20130531;Снаряжение;Фляга;1.0;50.0;50.0;;;;;;
586;20130531;Снаряжение;Фляга;1.0;36.0;36.0;;;;;;
587;20130531;Снаряжение;Флягодержатель;2.0;50.0;100.0;;;;;;
588;20130531;Снаряжение;Велошорты;1.0;462.0;462.0;;;;;;
589;20130602;Снаряжение;Воланчики;1.0;58.0;58.0;;;;;;
590;20130602;Хоз.Товары;Нож;1.0;45.0;45.0;;;;;;
591;20130602;Хоз.Товары;Брусок точильный;1.0;10.0;10.0;;;;;;
592;20130602;Хоз.Товары;Винты;1.0;1.5;1.5;;;;;;
593;20130602;Хоз.Товары;Линейка металлическая;1.0;35.0;35.0;;;;;;
594;20130602;Хоз.Товары;Струбцина;1.0;30.0;30.0;;;;;;
595;20130602;Еда;Семга;1.0;60.0;60.0;;;;;;
596;20130602;Еда;Овсяные хлопья;3.0;7.0;21.0;;;;;;
597;20130602;Еда;Морковь;2.83;6.0;17.0;;;;;;
598;20130602;Еда;Куриные бедрышки;1.02;29.98;30.7;;;;;;
599;20130602;Прочее;Столовая;1.0;94.0;94.0;;;;;;
600;20130602;Медицина;Пиносол;1.0;16.95;16.95;;;;;;
601;20130602;Медицина;Салфетки антисептические;1.0;3.5;3.5;;;;;;
602;20130604;Снаряжение;Каремат;2.0;105.0;210.0;;;;;;
603;20130604;Снаряжение;Стяжка;2.0;8.0;16.0;;;;;;
604;20130604;Прочее;Комиссия за снятие наличных. Приватбанк;1.0;10.0;10.0;;;;;;
605;20130604;Еда;Огурцы;1.33;15.0;20.0;;;;;;
606;20130604;Еда;Помидоры;0.71;28.0;20.0;;;;;;
607;20130604;Еда;Базилик;2.0;4.0;8.0;;;;;;
608;20130604;Еда;Творог;3.02;30.0;90.6;;;;;;
609;20130605;Еда;Чай зеленый;1.0;7.0;7.0;;;;;;
610;20130605;Снаряжение;Велотуфли Shimano MT-43;1.0;949.0;949.0;;;;;;
611;20130605;Снаряжение;Педали контактные Shimano SP-520;1.0;410.0;410.0;;;;;;
612;20130605;Еда;Куриные окорочка;1.3;27.5;35.72;;;;;;
613;20130605;Кварт. услуги;Портмоне;1.0;9.9;9.9;;;;;;
614;20130605;Кварт. услуги;Электричество;111.0;0.28;31.08;;;;;;
615;20130605;Кварт. услуги;Квартира;1.0;378.62;378.62;;;;;;
616;20130606;Хоз.Товары;Ключ гаечный 15мм;1.0;18.14;18.14;;;;;;
617;20130606;Хоз.Товары;Литол-24 150мл;1.0;9.0;9.0;;;;;;
618;20130606;Хоз.Товары;WD-40 100ml;1.0;34.0;34.0;;;;;;
619;20130607;Хоз.Товары;Ключ гаечный 13мм;1.0;10.0;10.0;;;;;;
620;20130607;Хоз.Товары;Ключ шестигранный 6мм;1.0;10.0;10.0;;;;;;
621;20130607;Хоз.Товары;Кусок трубы;1.0;10.0;10.0;;;;;;
622;20130607;Еда;Зелень;1.0;16.0;16.0;;;;;;
623;20130607;Еда;Куриное филе;1.13;39.98;45.0;;;;;;
624;20130609;Еда;Сыр пирятинский сливочный;1.0;28.19;28.19;;;;;;
625;20130609;Еда;Хлеб белый;1.0;4.5;4.5;;;;;;
626;20130609;Еда;бананы;1.055;10.49;11.07;;;;;;
627;20130609;Еда;Огурцы;1.29;8.5;11.0;;;;;;
628;20130609;Хоз.Товары;Ключ торцевой;1.0;80.0;80.0;;;;;;
629;20130609;Хоз.Товары;Головка торцевая 14 мм;1.0;10.0;10.0;;;;;;
630;20130609;Хоз.Товары;Головка торцевая 15 мм;1.0;10.0;10.0;;;;;;
631;20130609;Хоз.Товары;Сверло 6мм;1.0;7.0;7.0;;;;;;
632;20130609;Хоз.Товары;Сверло 8мм;1.0;10.0;10.0;;;;;;
633;20130609;Еда;Творог;0.92;40.17;36.96;;;;;;
634;20130609;Прочее;Стрижка;1.0;40.0;40.0;;;;;;
635;20130611;Хоз.Товары;Мыло хозяйственное;2.0;4.0;8.0;;;;;;
636;20130611;Еда;Творог;3.25;30.0;97.5;;;;;;
637;20130611;Еда;Куриные бедрышки;1.55;24.0;37.1;;;;;;
638;20130611;Еда;Редиска;1.0;10.0;10.0;;;;;;
639;20130611;Еда;Салат;1.0;4.0;4.0;;;;;;
640;20130611;Еда;бананы;1.39;13.0;18.1;;;;;;
641;20130618;Еда;Куриные бедрышки;1.0;30.0;30.0;;;;;;
642;20130618;Прочее;Фестиваль огня;1.0;25.0;25.0;;;;;;
643;20130618;Еда;Черешня;1.04;24.0;25.0;;;;;;
644;20130618;Еда;Салат;1.0;3.0;3.0;;;;;;
645;20130618;Медицина;Клей медицинский;1.0;19.6;19.6;;;;;;
646;20130618;Медицина;Перчатки;1.0;1.0;1.0;;;;;;
647;20130618;Еда;Куриное филе;1.25;39.98;50.05;;;;;;
648;20130618;Еда;Свиная подчеревка;1.55;48.5;75.3;;;;;;
649;20130618;Еда;бананы;1.2;13.0;15.6;;;;;;
650;20130618;Еда;Сыр пирятинский сливочный;1.0;20.0;20.0;;;;;;
651;20130618;Еда;Хлеб отрубной;1.0;4.5;4.5;;;;;;
652;20130618;Еда;Гречка;2.5;7.0;17.5;;;;;;
653;20130618;Еда;Рис;2.4;6.8;16.32;;;;;;
654;20130618;Снаряжение;То велосипеда;1.0;275.0;275.0;;;;;;
655;20130618;Снаряжение;Сумка подседельная;1.0;65.0;65.0;;;;;;
656;20130618;Снаряжение;Камера велосипедная;2.0;60.0;120.0;;;;;;
657;20130618;Снаряжение;Тросик блокировочный велосипедный;1.0;70.0;70.0;;;;;;
658;20130618;Еда;Творог;0.92;39.09;35.96;;;;;;
659;20130619;Еда;Творог;0.92;42.0;38.64;;;;;;
660;20130619;Еда;бананы;1.5;12.0;18.0;;;;;;
661;20130620;Еда;Куриные бедрышки;1.0;39.98;39.8;;;;;;
662;20130620;Еда;Салат;1.0;4.0;4.0;;;;;;
663;20130620;Еда;Базилик;1.0;6.0;6.0;;;;;;
664;20130621;Еда;Помидоры;0.95;19.0;18.0;;;;;;
665;20130621;Еда;Куриное филе;1.24;39.98;49.66;;;;;;
666;20130621;Еда;Творог;1.15;41.26;47.45;;;;;;
667;20130623;Еда;Салат;2.0;3.0;6.0;;;;;;
668;20130623;Еда;бананы;1.33;12.0;16.0;;;;;;
669;20130623;Еда;Персики;0.53;30.0;16.0;;;;;;
670;20130623;Еда;Сухофрукты;3.0;50.0;150.0;;;;;;
671;20130623;Еда;Редиска;2.0;8.0;16.0;;;;;;
672;20130623;Хоз.Товары;Самоклеящаяся пленка;1.0;15.0;15.0;;;;;;
673;20130623;Еда;Гречка;2.11;6.09;12.85;;;;;;
674;20130623;Еда;Творог;1.15;36.83;42.35;;;;;;
675;20130624;Еда;Куриные бедрышки;0.98;29.96;29.5;;;;;;
676;20130624;Еда;Черешня;1.0;25.0;25.0;;;;;;
677;20130625;Еда;Творог;1.15;36.83;42.35;;;;;;
678;20130625;Еда;Огурцы;1.25;5.99;7.5;;;;;;
679;20130626;Прочее;Отпугиватель кротов на солнечной батарее;2.0;71.0;142.0;;;;;;
680;20130626;Прочее;Концерт в доме органной музыки;1.0;30.0;30.0;;;;;;
681;20130626;Еда;Помидоры;1.5;12.0;18.0;;;;;;
682;20130626;Еда;Черешня;1.17;25.0;29.2;;;;;;
683;20130626;Еда;Персики;0.7;28.0;19.5;;;;;;
684;20130627;Прочее;Страховка туристическая;1.0;40.0;40.0;;;;;;
685;20130627;Прочее;Страховка спортивная;1.0;107.0;107.14;;;;;;
686;20130628;Хоз.Товары;Стиральный порошок Tide;1.0;12.5;12.5;;;;;;
687;20130628;Хоз.Товары;Ватные палочки;1.0;8.0;8.0;;;;;;
688;20130628;Хоз.Товары;Зубная паста Новый жемчуг;1.0;8.0;8.0;;;;;;
689;20130628;Хоз.Товары;Мыло туалетное;1.0;5.3;5.3;;;;;;
690;20130628;Хоз.Товары;Банка стеклянная 1.5л с крышкой;2.0;25.0;50.0;;;;;;
691;20130628;Еда;бананы;1.17;12.0;14.0;;;;;;
692;20130628;Еда;Творог;1.0;28.0;28.0;;;;;;
693;20130628;Еда;Куриное филе;1.39;39.96;55.6;;;;;;
694;20130628;Еда;Куриные бедрышки;1.1;29.98;32.95;;;;;;
695;20130629;Электроника;Зарядное устройство для Canon BP511;1.0;43.0;43.0;;;;;;
696;20130630;Прочее;Сатсанг;1.0;50.0;50.0;;;;;;
697;20130630;Еда;Мороженое;2.0;7.75;15.5;;;;;;
698;20130630;Еда;Творог;3.0;28.0;84.0;;;;;;
699;20130630;Еда;Морковь;2.0;5.0;10.0;;;;;;
700;20130630;Еда;Укроп;1.0;3.0;3.0;;;;;;
701;20130630;Еда;Базелик;1.0;3.0;3.0;;;;;;
702;20130630;Еда;Помидоры;1.0;8.0;8.0;;;;;;
703;20130630;Еда;Огурцы;1.0;8.0;8.0;;;;;;
704;20130630;Еда;Салат;1.0;3.0;3.0;;;;;;
705;20130630;Еда;Малина;0.25;40.0;10.0;;;;;;
706;20130630;Еда;Черешня;1.0;26.0;26.0;;;;;;
707;20130630;Еда;Персики;1.0;30.0;30.0;;;;;;
708;20130630;Снаряжение;Поясная сумка Deuter Nordic 1;1.0;174.0;174.0;;;;;;
709;20130630;Прочее;3Д очки;1.0;19.0;19.0;;;;;;
710;20130630;Прочее;Комиссия за снятие наличных. Приватбанк;1.0;30.0;30.0;;;;;;
711;20130703;Прочее;Пополнение мобильного;1.0;304.5;304.5;;;;;;
712;20130703;Прочее;Портмоне;1.0;9.9;9.9;;;;;;
713;20130703;Прочее;Распечатка билетов;3.0;0.7;2.1;;;;;;
714;20130703;Еда;бананы;1.045;11.99;12.53;;;;;;
715;20130703;Еда;Персики;0.625;27.99;17.49;;;;;;
716;20130704;Еда;Куриные бедрышки;1.32;29.96;39.6;;;;;;
717;20130704;Еда;Зелень;1.0;11.0;11.0;;;;;;
718;20130704;Еда;Персики;0.5;15.0;7.5;;;;;;
719;20130704;Кварт. услуги;Электричество;116.0;0.2802;32.5;;;;;;
720;20130704;Кварт. услуги;Квартира;1.0;362.38;362.38;;;;;;
721;20130704;Кварт. услуги;Интернет;1.0;100.0;100.0;;;;;;
722;20130714;Еда;Куриные бедрышки;0.99;29.96;29.6;;;;;;
723;20130714;Еда;Куриное филе;1.26;39.98;50.5;;;;;;
724;20130714;Еда;бананы;1.39;13.0;18.1;;;;;;
725;20130714;Еда;Базилик;1.0;3.0;3.0;;;;;;
726;20130714;Еда;Персики;0.53;13.0;6.89;;;;;;
727;20130714;Еда;Нектарины;0.63;19.2;12.0;;;;;;
728;20130716;Еда;Масло сливочное;1.0;13.69;13.69;;;;;;
729;20130716;Еда;Творог;0.92;39.08;35.95;;;;;;
730;20130716;Еда;Персики;0.715;19.99;14.29;;;;;;
731;20130717;Еда;Закваска;1.0;12.49;12.49;;;;;;
732;20130717;Еда;Персики;0.5;20.0;10.0;;;;;;
733;20130717;Еда;бананы;1.19;13.0;15.5;;;;;;
734;20130717;Еда;Огурцы;1.23;6.9;8.5;;;;;;
735;20130718;Еда;Куриные бедрышки;1.01;29.96;30.3;;;;;;
736;20130718;Еда;Куриное филе;1.05;39.98;41.8;;;;;;
737;20130718;Еда;Персики-инжир;0.5;26.0;13.0;;;;;;
738;20130718;Еда;Хлеб бородянский;1.0;4.69;4.69;;;;;;
739;20130718;Еда;Творог;0.92;48.87;44.96;;;;;;
740;20130718;Еда;Крупа пшено;1.0;5.71;5.71;;;;;;
741;20130718;Еда;Сыр звенигора;1.0;27.69;27.69;;;;;;
742;20130718;Еда;Крупа пшеница;1.0;4.69;4.69;;;;;;
743;20130718;Еда;Гречка;2.2;5.99;13.18;;;;;;
744;20130718;Прочее;Билет на поезд плацкарт;1.0;117.0;117.0;;;;;;
745;20130718;Прочее;Билет на поезд купе;1.0;167.15;167.15;;;;;;
746;20130718;Прочее;Билет на поезд купе;1.0;186.11;186.11;;;;;;
747;20130718;Прочее;Билет на поезд купе;1.0;167.57;167.57;;;;;;
748;20130718;Прочее;Билет на поезд купе;1.0;193.7;193.7;;;;;;
749;20130719;Еда;Персики;0.88;20.0;17.5;;;;;;
750;20130719;Еда;Помидоры;0.8;10.0;8.0;;;;;;
751;20130719;Еда;Укроп;1.0;3.0;3.0;;;;;;
752;20130720;Одежда;Туфли летние;1.0;500.0;500.0;;;;;;
753;20130720;Электроника;Жесткий диск WD 3TB;1.0;1231.0;1231.0;;;;;;
754;20130720;Хоз.Товары;Плед флисовый;1.0;114.0;114.0;;;;;;
755;20130720;Еда;Скумбрия;1.01;34.8;35.3;;;;;;
756;20130720;Еда;Мидии;0.77;40.8;31.3;;;;;;
757;20130722;Прочее;Андрей. на соревнование;1.0;200.0;200.0;;;;;;
758;20130722;Прочее;Подарок ДР;1.0;200.0;200.0;;;;;;
759;20130722;Прочее;бананы;0.87;13.0;11.3;;;;;;
760;20130722;Прочее;Абрикосы;0.7;20.0;14.0;;;;;;
761;20130722;Прочее;Укроп;1.0;3.0;3.0;;;;;;
762;20130722;Прочее;Базилик;1.0;3.0;3.0;;;;;;
763;20130723;Еда;Чеснок;0.08;20.0;1.5;;;;;;
764;20130723;Еда;Огурцы;1.17;6.0;7.0;;;;;;
765;20130723;Еда;Куриные бедрышки;1.12;29.96;33.6;;;;;;
766;20130726;Еда;Абрикосы;0.5;20.0;10.0;;;;;;
767;20130726;Еда;бананы;1.58;13.0;20.6;;;;;;
768;20130726;Еда;Помидоры;1.0;6.0;6.0;;;;;;
769;20130726;Еда;Перец;0.5;20.0;10.0;;;;;;
770;20130726;Еда;Персики;1.0;20.0;20.0;;;;;;
771;20130726;Еда;Куриные бедрышки;0.97;29.96;29.0;;;;;;
772;20130726;Еда;Салат;1.0;5.0;5.0;;;;;;
773;20130726;Еда;Базилик;1.0;4.0;4.0;;;;;;
774;20130726;Еда;Укроп;1.0;3.0;3.0;;;;;;
775;20130727;Еда;Скумбрия;0.82;34.8;28.5;;;;;;
776;20130727;Еда;Персики;1.0;12.0;12.0;;;;;;
777;20130727;Еда;Творог;2.74;30.0;82.2;;;;;;
778;20130727;Еда;Огурцы;1.0;8.0;8.0;;;;;;
779;20130727;Еда;Морковь;1.0;10.0;10.0;;;;;;
780;20130801;Еда;Персики;0.92;12.0;11.0;;;;;;
781;20130801;Еда;Куриные бедрышки;1.03;29.96;30.9;;;;;;
782;20130801;Еда;Базилик;1.0;2.0;2.0;;;;;;
783;20130801;Еда;Куриное филе;1.18;39.98;47.0;;;;;;
784;20130801;Прочее;Помощь;1.0;101.0;101.0;;;;;;
785;20130801;Еда;бананы;1.3;13.0;16.85;;;;;;
786;20130801;Еда;Персики;0.63;12.0;7.5;;;;;;
787;20130801;Еда;Салат;1.0;5.0;5.0;;;;;;
788;20130806;Еда;Выезд в Карпаты;1.0;400.0;400.0;;;;;;
789;20130806;Еда;Помощь;1.0;250.0;250.0;;;;;;
790;20130806;Еда;Укроп;1.0;3.0;3.0;;;;;;
791;20130806;Еда;Базилик;2.0;3.0;6.0;;;;;;
792;20130806;Еда;Огурцы;1.0;8.5;8.5;;;;;;
793;20130806;Еда;Портмоне;1.0;9.9;9.9;;;;;;
794;20130806;Еда;Интернет;1.0;100.0;100.0;;;;;;
795;20130806;Еда;Квартира;1.0;359.2;359.2;;;;;;
796;20130806;Еда;Электричество;129.0;0.2802;36.15;;;;;;
797;20130808;Еда;Куриное филе;0.94;39.98;37.5;;;;;;
798;20130808;Еда;Помидоры;1.02;8.0;8.2;;;;;;
799;20130808;Еда;Персики;0.67;15.0;10.0;;;;;;
800;20130808;Еда;Перец;0.58;12.0;7.0;;;;;;
801;20130809;Еда;бананы;1.32;14.0;18.5;;;;;;
802;20130809;Еда;Творог;1.07;30.0;32.1;;;;;;
803;20130809;Еда;Груши;1.15;6.0;6.9;;;;;;
804;20130810;Еда;Голубика;2.0;30.0;60.0;;;;;;
805;20130810;Еда;Имбирь;0.365;30.0;10.95;;;;;;
806;20130810;Еда;Куркума;0.07;130.0;9.1;;;;;;
807;20130810;Еда;Имбирь молотый;0.07;130.0;9.1;;;;;;
808;20130810;Еда;Семга;1.45;65.0;94.0;;;;;;
809;20130810;Еда;Базилик;1.0;2.0;2.0;;;;;;
810;20130810;Еда;Базилик;1.0;3.0;3.0;;;;;;
