ID; Date; type; name; number; cost; totCost;;;;;;
196;20121228;Хоз.Товары;Силлит чистящее средство;1.0;26.4;26.4;;;;;;
197;20121228;Хоз.Товары;Очки защитные;1.0;14.33;14.33;;;;;;
198;20121228;Хоз.Товары;Хомут затяжной 25мм;1.0;2.8;2.8;;;;;;
199;20121228;Хоз.Товары;Клей Момент сверхпрочный;1.0;11.98;11.98;;;;;;
200;20121228;Хоз.Товары;Отрезной круг армированный;2.0;25.0;50.0;;;;;;
201;20121228;Хоз.Товары;Шлифмашина прямая;1.0;300.0;300.0;;;;;;
202;20121230;Хоз.Товары;Кран водяной;1.0;95.0;95.0;;;;;;
203;20121230;Хоз.Товары;Шланг для крана;1.0;30.0;30.0;;;;;;
204;20121230;Еда;Творог;1.5;33.35;50.024998;;;;;;
205;20121230;Еда;Редька белая;1.0;15.0;15.0;;;;;;
206;20121230;Еда;Редька зеленая;1.0;15.0;15.0;;;;;;
207;20121230;Еда;Морковь;2.0;6.0;12.0;;;;;;
208;20121230;Еда;Укроп;2.0;3.0;6.0;;;;;;
209;20121230;Еда;Тыква;3.0;5.0;15.0;;;;;;
210;20121230;Хоз.Товары;Паяльник;1.0;50.0;50.0;;;;;;
211;20121230;Хоз.Товары;Подставка для паяльника;1.0;30.0;30.0;;;;;;
212;20121230;Хоз.Товары;Припой;1.0;30.0;30.0;;;;;;
213;20121230;Хоз.Товары;Флюс;1.0;20.0;20.0;;;;;;
214;20121230;Хоз.Товары;Пакетник;1.0;20.0;20.0;;;;;;
215;20121230;Хоз.Товары;Ответвитель трубы;1.0;40.0;40.0;;;;;;
216;20121230;Хоз.Товары;Переходник трубы;1.0;20.0;20.0;;;;;;
217;20121230;Хоз.Товары;Крепление трубы;2.0;20.0;40.0;;;;;;
218;20121230;Хоз.Товары;Штепсель;2.0;7.5;15.0;;;;;;
219;20130103;Хоз.Товары;Переходник трубы;1.0;10.0;10.0;;;;;;
220;20130103;Еда;Творог;2.0;35.0;70.0;;;;;;
221;20130103;Еда;Яблоки;1.0;10.0;10.0;;;;;;
222;20130103;Еда;бананы;1.28;15.0;19.199999;;;;;;
223;20130103;Еда;Куриные бедрышки;0.9;33.0;29.699999;;;;;;
224;20130103;Еда;Морская капуста;2.0;14.0;28.0;;;;;;
225;20130103;Еда;Скумбрия;1.0;28.89;28.89;;;;;;
226;20130103;Еда;Крупа овсяная Геркулес;0.8;16.9;13.5199995;;;;;;
227;20130104;Еда;Капуста пекинская;1.45;10.0;14.5;;;;;;
228;20130104;Еда;Макароны;1.0;11.0;11.0;;;;;;
229;20130104;Еда;Куриные бедрышки;1.12;32.0;35.84;;;;;;
230;20130104;Кварт. услуги;Электричество;159.0;0.285;45.315;;;;;;
231;20130104;Кварт. услуги;Квартира;1.0;411.1;411.1;;;;;;
232;20130106;Еда;Творог;2.0;30.0;60.0;;;;;;
233;20130106;Еда;Сметана;0.45;18.89;8.5005;;;;;;
234;20130106;Еда;Гречка;1.0;10.0;10.0;;;;;;
235;20130106;Еда;Картошка;3.34;3.0;10.0199995;;;;;;
236;20130107;Еда;бананы;1.176;13.99;16.45224;;;;;;
237;20130107;Еда;Куриное филе;0.9;40.55;36.495;;;;;;
238;20130107;Еда;Соль йодированная;1.0;2.69;2.69;;;;;;
239;20130107;Еда;Соль экстра;1.0;10.49;10.49;;;;;;
240;20130108;Кварт. услуги;Интернет;6.0;100.0;600.0;;;;;;
241;20130109;Еда;Масло оливковое;0.5;114.8;57.4;;;;;;
242;20130109;Еда;Капуста;0.936;4.49;4.2026396;;;;;;
243;20130109;Еда;Редька зеленая;0.78;5.99;4.6721997;;;;;;
244;20130109;Еда;Мандарины;1.258;17.77;22.35466;;;;;;
245;20130109;Еда;Сельдерей;1.23;9.99;12.2877;;;;;;
246;20130110;Хоз.Товары;Зубная паста Lacalut fluor;1.0;19.53;19.53;;;;;;
247;20130110;Еда;Куриное филе;1.13;40.0;45.2;;;;;;
248;20130110;Еда;Свинина подчеревка;1.1;47.0;51.7;;;;;;
249;20130111;Еда;Творог;1.955;30.0;58.65;;;;;;
250;20130113;Еда;Изюм;0.572;70.0;40.04;;;;;;
251;20130113;Еда;Картошка;3.0;4.0;12.0;;;;;;
252;20130114;Еда;Творог;2.0;35.0;70.0;;;;;;
253;20130114;Еда;бананы;1.6;13.0;20.800001;;;;;;
254;20130114;Еда;Скумбрия;0.846;34.8;29.4408;;;;;;
255;20130114;Еда;Сметана;0.45;20.0;9.0;;;;;;
256;20130115;Еда;Капуста;2.35;3.49;8.2015;;;;;;
257;20130115;Еда;Яблоки;1.435;6.49;9.313149;;;;;;
258;20130115;Хоз.Товары;Супница;3.0;27.95;83.850006;;;;;;
259;20130117;Еда;Гречка;2.0;9.5;19.0;;;;;;
260;20130117;Еда;Творог;2.09;30.0;62.699997;;;;;;
261;20130120;Еда;Творог;1.72;25.0;43.0;;;;;;
262;20130120;Еда;Картошка;11.0;2.0;22.0;;;;;;
263;20130121;Еда;Сметана;0.4;19.625;7.85;;;;;;
264;20130121;Хоз.Товары;Зубная паста Lacalut basic;1.0;17.99;17.99;;;;;;
265;20130123;Прочее;Кафе;1.0;41.0;41.0;;;;;;
266;20130123;Прочее;Открытие счета в ProCreditBank;1.0;100.0;100.0;;;;;;
267;20130123;Еда;Мандарины;1.346;14.33;19.28818;;;;;;
268;20130123;Еда;бананы;1.762;12.69;22.35978;;;;;;
269;20130123;Еда;Яблоки;1.598;7.99;12.76802;;;;;;
270;20130123;Хоз.Товары;Шампунь Head&Shoulders;0.75;99.08;74.31;;;;;;
271;20130124;Прочее;Стрижка;1.0;50.0;50.0272;20130124;Еда;Редька зеленая;1.71;4.5;7.695
273;20130124;Еда;Индюшатина;1.15;48.9;56.235;;;;;;
274;20130124;Еда;Куриные бедрышки;1.165;30.5;35.532497;;;;;;
275;20130126;Еда;Творог;2.0;30.0;60.0;;;;;;
276;20130127;Еда;Морковь;2.17;6.0;13.02;;;;;;
277;20130127;Еда;Приправы;0.05;300.0;15.0;;;;;;
278;20130127;Еда;Курага;1.0;50.0;50.0;;;;;;
279;20130127;Еда;Изюм;1.0;60.0;60.0;;;;;;
280;20130127;Еда;Инжир;0.5;60.0;30.0;;;;;;
281;20130127;Еда;Дыня сушеная;2.0;10.0;20.0;;;;;;
282;20130127;Еда;Куриное филе;0.95;39.8;37.809998;;;;;;
283;20130127;Прочее;Помощ;1.0;50.0;50.0;;;;;;
284;20130128;Еда;Сельдерей;1.105;8.99;9.933949;;;;;;
285;20130128;Еда;Капуста пекинская;0.94;5.99;5.6306;;;;;;
286;20130130;Прочее;Монопод;1.0;95.0;95.0;;;;;;
287;20130201;Еда;Творог;3.0;30.0;90.0;;;;;;
288;20130201;Еда;Сметана;0.45;21.1;9.495;;;;;;
289;20130201;Еда;Куриное филе;1.15;39.8;45.769997;;;;;;
290;20130201;Еда;Мандарины;1.908;17.99;34.32492;;;;;;
291;20130201;Еда;Яблоки;1.508;9.49;14.31092;;;;;;
292;20130201;Еда;бананы;1.452;12.69;18.42588;;;;;;
293;20130201;Хоз.Товары;Мыло хозяйственное;2.0;3.5;7.0;;;;;;
294;20130202;Прочее;Чесалка;1.0;15.0;15.0;;;;;;
295;20130202;Снаряжение;Фара велосипедная;1.0;220.0;220.0;;;;;;
296;20130202;Кварт. услуги;Портмоне;1.0;9.9;9.9;;;;;;
297;20130202;Кварт. услуги;Электричество;117.0;0.28;32.76;;;;;;
298;20130203;Еда;Морская капуста;1.0;14.0;14.0;;;;;;
299;20130203;Еда;Мидии;0.5;40.4;20.2;;;;;;
300;20130203;Еда;Творог;3.0;30.0;90.0;;;;;;
301;20130203;Еда;Филе семги;0.97;90.0;87.3;;;;;;
302;20130203;Еда;Куриные бедрышки;1.128;31.04;35.013123;;;;;;
303;20130204;Снаряжение;Фара велосипедная;1.0;220.0;220.0;;;;;;
304;20130205;Прочее;Единый социальный налог;1.0;393.5;393.5;;;;;;
305;20130205;Прочее;Аренда рабочего места;1.0;300.0;300.0;;;;;;
306;20130205;Прочее;Банковская операция;2.0;15.0;30.0;;;;;;
307;20130205;Кварт. услуги;Квартира;1.0;411.1;411.1;;;;;;
308;20130205;Снаряжение;Фонарь велосипедный задний;1.0;130.0;130.0;;;;;;
309;20130207;Еда;Куриное филе;1.03;39.8;40.994;;;;;;
310;20130207;Еда;бананы;1.345;12.99;17.47155;;;;;;
311;20130209;Электроника;Лента светодиодная;2.5;80.0;200.0;;;;;;
312;20130209;Электроника;Блок питания 12В;1.0;90.0;90.0;;;;;;
313;20130209;Электроника;Коннектор к светодиодной ленте;1.0;10.0;10.0;;;;;;
314;20130209;Еда;Куриные бедрышки;1.1;31.04;34.07;;;;;;
315;20130210;Еда;Творог;0.5;38.4;19.2;;;;;;
316;20130210;Еда;Гречка;2.0;10.0;20.0;;;;;;
317;20130210;Еда;Овсяные хлопья;1.0;13.0;13.0;;;;;;
318;20130210;Еда;бананы;1.67;12.99;21.7;;;;;;
319;20130210;Еда;Творог;2.68;30.0;80.4;;;;;;
320;20130211;Еда;Морская капуста;2.06;14.0;28.9;;;;;;
321;20130211;Еда;Яблоки;2.05;7.77;15.93;;;;;;
322;20130211;Еда;Уксус столовый 750г;1.0;5.89;5.89;;;;;;
323;20130211;Еда;Перец душистый;2.0;3.49;6.98;;;;;;
324;20130211;Еда;Лавровый лист;2.0;3.49;6.98;;;;;;
325;20130213;Еда;Укроп;1.0;3.0;3.0;;;;;;
326;20130213;Еда;Петрушка;1.0;3.0;3.0;;;;;;
327;20130213;Хоз.Товары;Стиральный порошок Tide;9.0;20.55;184.95;;;;;;
328;20130213;Хоз.Товары;Провод 2х0.75;5.0;2.4;12.0;;;;;;
329;20130213;Хоз.Товары;Штекерный разъем;1.0;10.0;10.0;;;;;;
330;20130213;Хоз.Товары;Термоусадка 6мм;1.0;4.0;4.0;;;;;;
331;20130213;Хоз.Товары;Термоусадка 10мм;1.0;5.0;5.0;;;;;;
332;20130213;Хоз.Товары;Шурупы 30х3;100.0;0.07;7.0;;;;;;
333;20130216;Еда;Творог;3.0;30.0;90.0;;;;;;
334;20130216;Еда;Сметана;0.45;18.33;8.25;;;;;;
335;20130216;Еда;Мандарины;1.07;17.0;18.25;;;;;;
336;20130216;Еда;Редька красная;0.82;5.5;4.5;;;;;;
337;20130216;Снаряжение;Турник;1.0;186.0;186.0;;;;;;
338;20130216;Снаряжение;Гриф гантельный;1.0;120.0;120.0;;;;;;
339;20130217;Еда;Капуста;2.1;4.0;8.4;;;;;;
340;20130217;Еда;Куриное филе;1.0;39.8;39.8;;;;;;
341;20130217;Еда;Куриные бедрышки;1.1;31.04;34.1;;;;;;
342;20130217;Еда;Масло оливковое;1.0;110.03;110.03;;;;;;
343;20130217;Еда;Уксус яблочный 0.75;1.0;35.09;35.09;;;;;;
344;20130217;Еда;Уксус бальзамичный 0.25;1.0;32.94;32.94;;;;;;
345;20130217;Еда;Хлеб заварной;1.0;4.87;4.87;;;;;;
346;20130217;Еда;Сельдерей;1.11;9.99;11.09;;;;;;
347;20130217;Еда;Сыр Камамбер;1.0;21.74;21.74;;;;;;
348;20130220;Еда;Творог;3.0;30.0;90.0;;;;;;
349;20130220;Еда;Сметана;0.45;17.22;7.75;;;;;;
350;20130220;Еда;бананы;1.36;14.0;19.0;;;;;;
351;20130221;Еда;Куриные бедрышки;1.25;39.8;49.8;;;;;;
352;20130221;Еда;Куриное филе;1.0;31.04;31.07;;;;;;
353;20130221;Еда;Редька красная;1.14;5.5;6.25;;;;;;
354;20130224;Еда;Гречка;2.0;14.0;28.0;;;;;;
355;20130224;Медицина;Хлорофиллипт;1.0;4.24;4.24;;;;;;
356;20130224;Медицина;Пипетка;2.0;1.05;2.1;;;;;;
357;20130224;Еда;Яблоки;2.144;9.89;21.2;;;;;;
358;20130224;Еда;Редька белая;1.386;3.99;5.53;;;;;;
359;20130224;Еда;Мандарины;1.54;15.39;23.7;;;;;;
360;20130227;Еда;бананы;1.385;13.99;19.38;;;;;;
361;20130228;Прочее;Разное;1.0;150.0;150.0;;;;;;
362;20130301;Прочее;Пополнение мобильного;1.0;203.0;203.0;;;;;;
363;20130302;Прочее;Веловыставка;1.0;20.0;20.0;;;;;;
364;20130302;Еда;Мандарины;1.585;19.49;30.89;;;;;;
365;20130302;Еда;Хлеб батон;1.0;3.89;3.89;;;;;;
366;20130302;Прочее;Комиссия за снятие наличных. Приватбанк;1.0;40.0;40.0;;;;;;
367;20130303;Еда;Куриные бедрышки;1.15;31.04;35.57;;;;;;
368;20130303;Еда;Куриное филе;1.05;39.8;41.7;;;;;;
369;20130305;Еда;Сухофрукты;3.64;55.0;200.0;;;;;;
370;20130306;Хоз.Товары;Шурупы 40х4 нерж;20.0;0.475;9.5;;;;;;
371;20130306;Хоз.Товары;Шуруп с дюбелем;4.0;7.35;29.4;;;;;;
372;20130306;Хоз.Товары;Анкерный болт;2.0;12.55;25.1;;;;;;
373;20130306;Прочее;Цветы герберы;2.0;58.7;117.4;;;;;;
374;20130306;Прочее;Цветы на работе;1.0;70.0;70.0;;;;;;
375;20130307;Кварт. услуги;Абонплата Портмоне;1.0;9.9;9.9;;;;;;
376;20130307;Кварт. услуги;Электричество;130.0;0.2802;36.43;;;;;;
377;20130307;Кварт. услуги;Квартира;1.0;407.92;407.92;;;;;;
378;20130308;Еда;Мандарины;1.428;14.98;21.39;;;;;;
379;20130308;Еда;Яблоки;2.356;9.59;22.59;;;;;;
380;20130308;Еда;бананы;1.328;14.49;19.24;;;;;;
381;20130308;Еда;Индюшатина;0.99;49.8;49.3;;;;;;
382;20130308;Еда;Капуста;2.0;3.0;6.0;;;;;;
383;20130309;Еда;Творог;1.44;50.0;72.0;;;;;;
384;20130312;Еда;Куриное филе;1.06;39.8;42.35;;;;;;
385;20130312;Еда;Гречка;2.7;9.77;26.38;;;;;;
386;20130313;Еда;Творог;0.8;50.0;40.0;;;;;;
387;20130314;Еда;Творог;2.0;30.0;60.0;;;;;;
388;20130314;Еда;Творог;0.23;45.65;10.5;;;;;;
389;20130314;Еда;бананы;1.67;15.0;25.05;;;;;;
390;20130314;Еда;Скумбрия;0.9;34.8;31.32;;;;;;
391;20130314;Еда;Моская капуста;0.97;14.0;13.6;;;;;;
392;20130314;Еда;Мидии;0.89;40.8;36.3;;;;;;
393;20130316;Еда;Хлеб заварной;1.0;4.47;4.47;;;;;;
394;20130316;Еда;Масло сливочное;1.0;16.49;16.49;;;;;;
395;20130316;Еда;Гвоздика;1.0;5.15;5.15;;;;;;
396;20130316;Хоз.Товары;Бур 10х160;1.0;10.2;10.2;;;;;;
397;20130316;Прочее;ФПУ+ФАИ;1.0;270.0;270.0;;;;;;
398;20130316;Прочее;Единый социальный налог;1.0;398.01;398.01;;;;;;
399;20130316;Прочее;Аренда рабочего места;1.0;300.0;300.0;;;;;;
400;20130317;Еда;Морковь;2.0;5.0;10.0;;;;;;
401;20130317;Еда;Мандарины;1.25;15.0;18.75;;;;;;
402;20130317;Еда;Редька зеленая;0.8;25.0;20.0;;;;;;
403;20130317;Еда;Куриное филе;1.04;39.8;41.25;;;;;;
404;20130317;Хоз.Товары;Перфоратор;1.0;998.0;998.0;;;;;;
405;20130317;Хоз.Товары;Патрон SDS-сверло;1.0;55.0;55.0;;;;;;
406;20130317;Хоз.Товары;Бур 6х110;1.0;10.0;10.0;;;;;;
407;20130317;Хоз.Товары;Дюбели 4х50;100.0;0.06;6.0;;;;;;
408;20130317;Хоз.Товары;Рукав ПЭ;5.0;5.0;25.0;;;;;;
409;20130317;Хоз.Товары;Таз квадратный;1.0;15.0;15.0;;;;;;
410;20130319;Еда;Картошка;3.57;3.5;12.5;;;;;;
411;20130319;Еда;Творог;2.16;30.0;64.8;;;;;;
412;20130319;Еда;Чай зеленый;1.0;7.0;7.0;;;;;;
413;20130320;Электроника;Блок питания регулируемый 12В 3.2А;1.0;94.0;94.0;;;;;;
414;20130323;Еда;бананы;1.514;15.99;24.21;;;;;;
415;20130323;Еда;Мандарины;1.728;14.99;25.9;;;;;;
416;20130323;Еда;Мандарины;1.276;9.99;12.75;;;;;;
417;20130323;Еда;Творог;2.0;30.0;60.0;;;;;;
418;20130323;Еда;Зелень;2.0;3.0;6.0;;;;;;
419;20130323;Еда;Куриные бедрышки;1.15;31.04;35.6;;;;;;
420;20130324;Еда;Капуста;2.0;6.0;12.0;;;;;;
421;20130324;Еда;Картошка;2.5;6.0;15.0;;;;;;
422;20130324;Еда;Свинина грудинка;0.84;57.0;47.6;;;;;;
423;20130324;Еда;Яйца;10.0;0.95;9.5;;;;;;
424;20130324;Еда;Куриные ноги;0.51;27.0;13.9;;;;;;
425;20130324;Медицина;Грелка;1.0;26.66;26.66;;;;;;
426;20130327;Медицина;Пломба;1.0;250.0;250.0;;;;;;
427;20130327;Еда;Творог;2.05;30.0;61.5;;;;;;
428;20130327;Еда;Картошка;4.0;4.0;16.0;;;;;;
429;20130327;Еда;Куриные бедрышки;1.06;31.04;33.0;;;;;;
430;20130331;Еда;Яблоки;2.44;10.0;24.4;;;;;;
431;20130331;Еда;Куриное филе;1.18;39.8;47.04;;;;;;
432;20130331;Еда;Куриные окорочка;1.22;24.0;29.3;;;;;;
434;20130331;Еда;Сельдерей;0.87;15.0;13.0;;;;;;
435;20130331;Еда;Капуста;2.25;4.0;9.0;;;;;;
436;20130331;Еда;Апельсины;1.08;13.0;14.0;;;;;;
437;20130331;Еда;Творог;2.15;30.0;64.5;;;;;;
438;20130331;Хоз.Товары;Мыло туалетное;2.0;3.0;6.0;;;;;;
439;20130331;Одежда;Реглан;1.0;320.0;320.0;;;;;;
440;20130331;Одежда;Гольф;2.0;150.0;300.0;;;;;;
441;20130331;Еда;Гречка;2.02;6.29;12.7;;;;;;
442;20130331;Еда;Рис;1.35;9.43;12.73;;;;;;
443;20130401;Еда;бананы;1.28;16.99;21.75;;;;;;
444;20130406;Электроника;DVD-диск;7.0;4.0;28.0;;;;;;
445;20130406;Еда;Куриные бедрышки;1.1;31.04;34.14;;;;;;
446;20130406;Еда;Индюшиные обрезки;1.14;36.9;42.07;;;;;;
447;20130407;Кварт. услуги;Квартира;1.0;411.1;411.1;;;;;;
448;20130407;Кварт. услуги;Электричество;133.0;0.28;37.24;;;;;;
449;20130407;Кварт. услуги;Портмоне;1.0;9.9;9.9;;;;;;
450;20130407;Еда;Творог;0.75;35.0;26.25;;;;;;
451;20130407;Еда;Морковь;0.5;6.0;3.0;;;;;;
452;20130408;Еда;бананы;1.41;15.99;22.48;;;;;;
453;20130409;Еда;Творог;3.05;30.0;91.5;;;;;;
454;20130410;Хоз.Товары;Поверка счетчиков;1.0;230.0;230.0;;;;;;
455;20130411;Еда;Мидии;0.735;40.8;29.99;;;;;;
456;20130411;Еда;Скумбрия;1.01;34.8;35.0;;;;;;
457;20130411;Еда;Мандарины;1.03;16.0;16.5;;;;;;
458;20130411;Еда;Яблоки;1.95;12.5;24.38;;;;;;
459;20130411;Еда;бананы;1.43;15.0;21.5;;;;;;
460;20130411;Еда;Яйца;10.0;0.85;8.5;;;;;;
461;20130414;Еда;Куриное филе;1.06;39.8;42.0;;;;;;
462;20130414;Еда;Куриные ноги;1.0;27.5;27.4;;;;;;
463;20130414;Еда;Изюм;1.0;60.0;60.0;;;;;;
464;20130414;Еда;Щербет;0.3;50.0;15.0;;;;;;
465;20130414;Электроника;Флэш-карта Transcend SDHC 32Gb;2.0;187.5;375.0;;;;;;
466;20130416;Еда;Редиска;0.33;30.0;10.0;;;;;;
467;20130417;Еда;Творог;3.29;30.0;98.7;;;;;;
468;20130417;Прочее;WizzAir club;1.0;320.0;320.0;;;;;;
469;20130417;Прочее;Авиабилет Wizzair София - Киев;1.0;219.0;219.0;;;;;;
470;20130417;Еда;Редиска;1.0;15.0;15.0;;;;;;
471;20130417;Еда;Хлеб заварной;1.0;4.49;4.49;;;;;;
472;20130417;Еда;Мандарины;1.63;14.29;23.29;;;;;;
473;20130417;Еда;Масло оливковое;1.0;91.84;91.84;;;;;;
474;20130418;Прочее;Покупка евро;370.0;10.74;3973.8;;;;;;
475;20130419;Одежда;Футболка Lafuma;1.0;213.0;213.0;;;;;;
476;20130419;Одежда;Штаны Millet;1.0;425.0;425.0;;;;;;
477;20130419;Одежда;Куртка RH+;1.0;765.0;765.0;;;;;;
478;20130419;Одежда;Посылка из Симферополя;1.0;20.0;20.0;;;;;;
479;20130421;Еда;бананы;1.17;16.0;18.7;;;;;;
480;20130421;Еда;Петрушка;1.0;3.0;3.0;;;;;;
481;20130421;Еда;Лук зеленый;1.0;3.0;3.0;;;;;;
482;20130421;Еда;Филе семги;0.95;75.0;71.0;;;;;;
483;20130421;Еда;Гречка;2.0;9.0;18.0;;;;;;
484;20130421;Хоз.Товары;Удлинитель 5м;1.0;42.0;42.0;;;;;;
485;20130421;Хоз.Товары;Зубная паста Жемчуг;1.0;8.0;8.0;;;;;;
486;20130421;Хоз.Товары;Мыло туалетное;1.0;10.25;10.25;;;;;;
487;20130421;Хоз.Товары;Болт;1.0;1.0;1.0;;;;;;
488;20130423;Еда;Яблоки;2.0;10.0;20.0;;;;;;
489;20130423;Еда;Капуста пекинская;1.0;6.0;6.0;;;;;;
490;20130423;Медицина;Йоддицерин;1.0;8.6;8.6;;;;;;
491;20130424;Еда;Творог;3.5;30.0;105.0;;;;;;
492;20130424;Еда;бананы;1.45;15.0;21.7;;;;;;
493;20130424;Еда;Куриное филе;0.99;39.98;39.5;;;;;;
494;20130424;Еда;Редиска;1.0;16.0;16.0;;;;;;
495;20130427;Еда;Зелень;0.5;30.0;15.0;;;;;;
496;20130427;Еда;Яблоки;2.08;12.0;25.0;;;;;;
497;20130427;Еда;Творог;1.05;30.0;31.5;;;;;;
498;20130427;Еда;Куриные бедрышки;0.97;32.68;31.8;;;;;;
499;20130427;Еда;Чай черный;1.0;15.0;15.0;;;;;;
500;20130427;Электроника;Sandisk CF card 32gb;1.0;883.0;883.0;;;;;;
501;20130430;Еда;Куриное филе;1.0;39.98;40.0;;;;;;
502;20130430;Еда;Капуста;1.89;4.5;8.5;;;;;;
503;20130430;Прочее;Авиабилет Wizzair Киев - София;1.0;507.0;507.0;;;;;;
504;20130430;Еда;бананы;1.13;14.99;17.0;;;;;;
505;20130430;Еда;Апельсины;2.04;16.0;32.6;;;;;;
506;20130430;Еда;Петрушка;1.0;3.0;3.0;;;;;;
507;20130501;Еда;Салат;0.52;25.0;13.0;;;;;;
508;20130501;Еда;Укроп;0.062;80.0;4.96;;;;;;
509;20130501;Еда;Гречка;1.79;6.19;11.08;;;;;;
510;20130501;Еда;Масло сливочное;1.0;13.72;13.72;;;;;;
511;20130501;Еда;Хлеб заварной;1.0;3.86;3.86;;;;;;
512;20130503;Прочее;Стрижка;1.0;50.0;50.0;;;;;;
513;20130504;Электроника;Фонарик налобный;1.0;35.0;35.0;;;;;;
514;20130504;Еда;Куриные бедрышки;0.78;24.0;18.72;;;;;;
515;20130504;Еда;Куриное филе;0.41;39.98;16.31;;;;;;
516;20130504;Еда;Редиска;1.0;16.0;16.0;;;;;;
517;20130504;Кварт. услуги;ГИОЦ;1.0;391.68;391.68;;;;;;
518;20130504;Кварт. услуги;Портмоне;1.0;9.9;9.9;;;;;;
519;20130504;Кварт. услуги;Электричество;104.0;0.2802;29.14;;;;;;
520;20130504;Прочее;Мобильный;1.0;203.0;203.0;;;;;;
521;20130512;Еда;бананы;1.3;13.5;17.5;;;;;;
522;20130512;Еда;Яблоки;2.33;13.5;31.5;;;;;;
523;20130512;Еда;Зелень;2.0;3.5;7.0;;;;;;
524;20130512;Еда;Куриное филе;1.05;39.98;41.98;;;;;;
525;20130512;Еда;Четверть задняя куриная;1.03;24.0;24.62;;;;;;
526;20130514;Электроника;Аккумулятор BP-4L;1.0;72.0;72.0;;;;;;
527;20130516;Еда;Творог;0.46;38.65;17.78;;;;;;
528;20130516;Еда;Хлеб заварной;1.0;4.69;4.69;;;;;;
529;20130516;Еда;бананы;1.585;13.99;22.17;;;;;;
530;20130518;Еда;Куриное филе;0.96;39.98;38.58;;;;;;
531;20130518;Еда;Куриные бедрышки;1.06;34.0;36.02;;;;;;
532;20130518;Еда;Салат;1.0;8.0;8.0;;;;;;
533;20130518;Еда;Мята;1.0;4.0;4.0;;;;;;
534;20130518;Еда;Сухофрукты;1.0;280.0;280.0;;;;;;
535;20130518;Еда;Специи;1.0;15.0;15.0;;;;;;
536;20130518;Еда;Морковь;2.0;6.0;12.0;;;;;;
537;20130518;Еда;Скумбрия;0.91;35.0;31.9;;;;;;
538;20130518;Хоз.Товары;Оргстекло;1.0;80.0;80.0;;;;;;
539;20130518;Хоз.Товары;Брусок;1.0;30.0;30.0;;;;;;
540;20130518;Хоз.Товары;Дихлорэтан;1.0;35.0;35.0;;;;;;
541;20130518;Хоз.Товары;Двухсторонний скотч;1.0;12.0;12.0;;;;;;
542;20130518;Прочее;Поездка на Боржаву;1.0;1780.0;1780.0;;;;;;
543;20130520;Еда;Творог;0.92;38.65;35.56;;;;;;
544;20130520;Еда;Салат;1.0;5.0;5.0;;;;;;
545;20130520;Еда;Мята;1.0;3.0;3.0;;;;;;
546;20130521;Еда;Творог;0.92;40.17;36.96;;;;;;
547;20130522;Еда;Зелень;1.0;17.0;17.0;;;;;;
548;20130523;Еда;Творог;1.95;30.0;58.5;;;;;;
549;20130523;Еда;Огурцы;1.11;9.0;10.0;;;;;;
550;20130523;Еда;Яблоки;1.32;14.0;18.5;;;;;;
551;20130523;Еда;бананы;1.62;13.49;21.85;;;;;;
552;20130523;Хоз.Товары;Суперклей;1.0;6.0;6.0;;;;;;
553;20130523;Хоз.Товары;Нить капроновая;1.0;3.5;3.5;;;;;;
554;20130523;Еда;Индюшатина;1.0;49.8;49.8;;;;;;
555;20130524;Электроника;Eneloop AAA x8;1.0;200.0;200.0;;;;;;
556;20130524;Электроника;Battery 20Ah ;1.0;176.0;176.0;;;;;;
557;20130526;Еда;Куриное филе;1.25;39.98;49.8;;;;;;
558;20130526;Еда;Мидии;0.625;40.8;25.5;;;;;;
559;20130526;Еда;Скумбрия;1.0;34.8;34.85;;;;;;
560;20130526;Еда;Яблоки;2.43;14.0;34.0;;;;;;
561;20130526;Еда;Салат;1.0;4.0;4.0;;;;;;
562;20130526;Еда;Базелик;1.0;5.0;5.0;;;;;;
563;20130526;Еда;Укроп;1.0;3.0;3.0;;;;;;
564;20130526;Еда;Мята;1.0;3.0;3.0;;;;;;
565;20130527;Еда;Куриные бедрышки;1.13;29.98;33.8;;;;;;
566;20130527;Еда;Сахар;2.54;5.49;13.94;;;;;;
567;20130527;Еда;Соль йодированная экстра;1.0;10.09;10.09;;;;;;
568;20130527;Еда;Перец черный горошек;1.0;2.99;2.99;;;;;;
569;20130527;Еда;бананы;1.165;13.49;15.72;;;;;;
570;20130527;Еда;Гречка;2.49;6.09;15.16;;;;;;
571;20130528;Еда;Творог;3.05;27.5;84.0;;;;;;
572;20130528;Еда;Огурцы;1.0;15.0;15.0;;;;;;
573;20130529;Электроника;Слуховой аппарат;2.0;200.0;400.0;;;;;;
574;20130529;Снаряжение;Рога для руля велосипеда;1.0;136.0;136.0;;;;;;
575;20130529;Снаряжение;Очки велосипедные;1.0;252.0;252.0;;;;;;
576;20130529;Снаряжение;Держатель велосипедный для GPS;1.0;80.0;80.0;;;;;;
577;20130530;Еда;Редиска;1.0;15.0;15.0;;;;;;
578;20130530;Еда;Чеснок;3.0;3.0;9.0;;;;;;
579;20130530;Еда;Мята;1.0;4.0;4.0;;;;;;
580;20130530;Еда;Укроп;1.0;3.0;3.0;;;;;;
581;20130530;Еда;Базилик;2.0;5.0;10.0;;;;;;
582;20130530;Еда;Салат;1.0;6.0;6.0;;;;;;
